customer_id,notification_category,target_id,target_type 
a3cb346c-7d7a-42d2-9499-f7b79ae5cef2,BILLING_ACCOUNT_NOTIFICATIONS,911d8ec5-1111-4493-a65f-5ce4abc0c5f4,BillingAccount
280c0144-be64-48b8-add0-959dabb6466a,MANDATORY_NOTIFICATIONS,280c0144-be64-48b8-add0-959dabb6466a,Customer
57db14e7-c6d4-4ced-b515-9d37c00b42fc,MANDATORY_NOTIFICATIONS,57db14e7-c6d4-4ced-b515-9d37c00b42fc,Customer
85ae07d1-58f4-40c0-8908-6c01bc82a5d3,BILLING_ACCOUNT_NOTIFICATIONS,91f41dd8-d6d2-405f-8d7a-0148c2f42c3e,BillingAccount
c0c2afec-e221-437d-a7f7-d8dad6627ad4,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,0b19f0f0-7996-4903-8502-dc1ac2653f6c,BillingAccount
5e6fc52e-b616-4b10-bb4b-7f85b9fca0a2,MANDATORY_NOTIFICATIONS,5e6fc52e-b616-4b10-bb4b-7f85b9fca0a2,Customer
9b21078f-d635-4b40-9dba-f5b334b3d0dc,BILLING_ACCOUNT_NOTIFICATIONS,cc049157-3ae1-4b5b-83db-c10dc569fcac,BillingAccount
c0c2afec-e221-437d-a7f7-d8dad6627ad4,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,4b1c7ac7-8073-4982-b9a8-5ed860d8513b,BillingAccount
62f9b0c7-add6-4b18-a283-4dd811983261,MANDATORY_NOTIFICATIONS,62f9b0c7-add6-4b18-a283-4dd811983261,Customer
f0bfbc12-7c87-46bb-8216-94d42f427b70,MANDATORY_NOTIFICATIONS,f0bfbc12-7c87-46bb-8216-94d42f427b70,Customer
c0eb0584-0799-410c-a6b9-6131b4a51d59,MANDATORY_NOTIFICATIONS,c0eb0584-0799-410c-a6b9-6131b4a51d59,Customer
afc60320-d976-44c6-a0c4-397015c6d74a,MANDATORY_EmEx_NOTIFICATIONS,afc60320-d976-44c6-a0c4-397015c6d74a,Customer
3aeae729-9f66-438e-b776-0c247cc0c33d,MANDATORY_NOTIFICATIONS,3aeae729-9f66-438e-b776-0c247cc0c33d,Customer
8c837dbf-ccb1-42a0-bd51-9b2d70ce3879,BILLING_ACCOUNT_NOTIFICATIONS,d38e9d61-a28b-4173-bf53-4e8e46f76eae,BillingAccount
7c1a0a84-8342-49fa-ae73-768b2d517987,MANDATORY_NOTIFICATIONS,7c1a0a84-8342-49fa-ae73-768b2d517987,Customer
65ceb14d-4dd5-4086-b06f-13043ee2b810,BILLING_ACCOUNT_NOTIFICATIONS,df7852ad-ca15-4875-a589-aa0b2fd68fae,BillingAccount
afc60320-d976-44c6-a0c4-397015c6d74a,BILLING_ACCOUNT_NOTIFICATIONS,d2b9b8ee-cd36-421a-8b88-86f30f3a4c22,BillingAccount
a25a5d77-c954-41bb-80da-1a1f39297ebe,MANDATORY_NOTIFICATIONS,a25a5d77-c954-41bb-80da-1a1f39297ebe,Customer
53601fd2-8d37-460e-96ad-95001de8e1db,MANDATORY_NOTIFICATIONS,53601fd2-8d37-460e-96ad-95001de8e1db,Customer
a8c598a5-a281-493f-a5a7-e938ba7f6a97,MANDATORY_NOTIFICATIONS,a8c598a5-a281-493f-a5a7-e938ba7f6a97,Customer
db422e8a-dd90-46c4-b6b3-2c021c0bcdd4,MANDATORY_NOTIFICATIONS,db422e8a-dd90-46c4-b6b3-2c021c0bcdd4,Customer
0149db75-c025-430f-be83-5358e3ef9b11,BILLING_ACCOUNT_NOTIFICATIONS,0e48e415-9969-4e68-b7bb-88f1e79c699c,BillingAccount
10650f52-a2cd-4827-bd29-867d04a23704,MANDATORY_NOTIFICATIONS,10650f52-a2cd-4827-bd29-867d04a23704,Customer
61303f97-e1f8-42da-b859-f3a0db07219a,BILLING_ACCOUNT_NOTIFICATIONS,3fa95f11-4645-4414-b1e7-ce717d63f1c9,BillingAccount
fc11f314-b092-4e11-8ba3-3b34ed06cc8c,MANDATORY_NOTIFICATIONS,fc11f314-b092-4e11-8ba3-3b34ed06cc8c,Customer
e037c46c-e2b5-44ee-8911-ac14e7406340,MANDATORY_NOTIFICATIONS,e037c46c-e2b5-44ee-8911-ac14e7406340,Customer
5f4faebd-98f7-4d8d-8a75-a081d89dfd7a,BILLING_ACCOUNT_NOTIFICATIONS,b7061cc8-296b-45d5-b781-c0406796d12b,BillingAccount
ffda2936-4a17-4089-88a6-0ac7e3d1e369,MANDATORY_EmEx_NOTIFICATIONS,ffda2936-4a17-4089-88a6-0ac7e3d1e369,Customer
99caf3ab-f04b-4942-9372-e8a64e049c5c,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,e660d648-7007-4c30-99d2-d9bda2db1497,BillingAccount
e42e9fb5-8070-4237-9079-35500c1f718c,BILLING_ACCOUNT_NOTIFICATIONS,0c710909-782d-488c-8d31-d8a453c9df04,BillingAccount
ef741234-7d89-44fd-9145-25e6f7d56a8e,BILLING_ACCOUNT_NOTIFICATIONS,860554f9-88f9-44eb-a9c2-16b4edfd09b3,BillingAccount
02fbe497-513d-4aeb-a76f-c35a63e31921,BILLING_ACCOUNT_NOTIFICATIONS,b7ee9831-59e3-40fd-9643-653223c3a649,BillingAccount
57611889-c948-4491-b9b1-fe111620dc3e,MANDATORY_NOTIFICATIONS,57611889-c948-4491-b9b1-fe111620dc3e,Customer
49ceb816-a20d-4581-b562-3957092be596,MANDATORY_NOTIFICATIONS,49ceb816-a20d-4581-b562-3957092be596,Customer
1b722de5-6957-4696-bc36-17a964fc24dc,MANDATORY_NOTIFICATIONS,1b722de5-6957-4696-bc36-17a964fc24dc,Customer
0f18b271-1816-427a-9736-53bea5b47b28,BILLING_ACCOUNT_EmEx_NOTIFICATIONS,8bb591ea-9cc4-423c-b1ea-bbf068ef297c,BillingAccount
1b722de5-6957-4696-bc36-17a964fc24dc,BILLING_ACCOUNT_NOTIFICATIONS,7427475c-a204-43d7-bd8c-f17141a10ce9,BillingAccount
c1952884-6eb8-4df8-9c32-e4da434dd485,MANDATORY_NOTIFICATIONS,c1952884-6eb8-4df8-9c32-e4da434dd485,Customer
f51c894d-245a-4b5e-bbb0-8e85e66c0a22,MANDATORY_NOTIFICATIONS,f51c894d-245a-4b5e-bbb0-8e85e66c0a22,Customer
91a6099d-1578-4524-87ab-b0a1acadbf57,MANDATORY_NOTIFICATIONS,91a6099d-1578-4524-87ab-b0a1acadbf57,Customer
61f36ca1-a45f-41e5-8d6d-72db73fc16b2,BILLING_ACCOUNT_NOTIFICATIONS,d0ee0bc6-1eec-48e3-a393-b9b3068184a0,BillingAccount
5259a3b1-701b-4ba8-89bf-c04b512d09e4,BILLING_ACCOUNT_NOTIFICATIONS,09eaf5d8-f02a-423a-9a93-d2fc0bd1b92f,BillingAccount
9161ad1e-9edf-4a62-a64b-a50661450699,BILLING_ACCOUNT_NOTIFICATIONS,d1334740-81d1-486a-a058-fad4f64f9caa,BillingAccount
66d02b42-f574-4d94-b8ba-ee918003e464,MANDATORY_EmEx_NOTIFICATIONS,66d02b42-f574-4d94-b8ba-ee918003e464,Customer
a25a5d77-c954-41bb-80da-1a1f39297ebe,BILLING_ACCOUNT_NOTIFICATIONS,65c8ce2d-2d8a-4dca-bf7c-6184c20da796,BillingAccount
ced94b02-a34c-4fe5-b8e7-8e607b16ad47,BILLING_ACCOUNT_NOTIFICATIONS,968ed610-b30f-490c-8d48-187ca1d6e403,BillingAccount
e1ba0ac1-87dd-4323-8a5a-2ca8be92c6c3,BILLING_ACCOUNT_NOTIFICATIONS,f49b74bd-d7a9-4601-8d9a-2cf5dd7fef35,BillingAccount
cab2e96b-54b5-4e9a-adeb-5df5a2bbcb0f,BILLING_ACCOUNT_NOTIFICATIONS,40cbbd62-9f34-4117-9a9d-3ccf4820e17e,BillingAccount
add83ede-dafb-4571-9644-aacd697d5aec,MANDATORY_NOTIFICATIONS,add83ede-dafb-4571-9644-aacd697d5aec,Customer
e1ba0ac1-87dd-4323-8a5a-2ca8be92c6c3,BILLING_ACCOUNT_NOTIFICATIONS,fcc6e1cf-b021-4b17-b9e4-a6c88e4fec96,BillingAccount
1ec75f9b-6307-4a98-94bc-8f988a922136,BILLING_ACCOUNT_NOTIFICATIONS,88c173e3-5591-4568-bbdf-196414ab3291,BillingAccount
9d81f312-b044-4c6e-8b0c-a314e8ca9ed9,BILLING_ACCOUNT_NOTIFICATIONS,4dac249d-f1f3-43ba-a49b-310636feda28,BillingAccount
3ed09c79-8e4f-4bef-8a0e-dfa08d3ef6e6,BILLING_ACCOUNT_NOTIFICATIONS,53ba75c0-55be-4838-9b38-b5300c94ab01,BillingAccount
70da8175-76bb-4ed2-97af-2eb943ad76b5,BILLING_ACCOUNT_NOTIFICATIONS,fcedda53-30f7-440c-b6c1-aeab4fa33866,BillingAccount
55bc40bf-ddc7-47e9-befd-710c0597f8bb,MANDATORY_NOTIFICATIONS,55bc40bf-ddc7-47e9-befd-710c0597f8bb,Customer
554ce7ff-7653-4969-8f45-418f48267281,BILLING_ACCOUNT_NOTIFICATIONS,ef114a45-57a9-4556-8f03-b5b13d30d880,BillingAccount
81ef53c9-10d6-4efe-8451-9b5bf38e3582,MANDATORY_NOTIFICATIONS,81ef53c9-10d6-4efe-8451-9b5bf38e3582,Customer
2bdeddbc-8588-4c64-8ecd-28966e23c701,BILLING_ACCOUNT_NOTIFICATIONS,160f1bbb-4efc-45bb-b47a-e443cfae7694,BillingAccount
91a6099d-1578-4524-87ab-b0a1acadbf57,BILLING_ACCOUNT_NOTIFICATIONS,e6818870-f7eb-4224-936f-1765ec1e3b78,BillingAccount
1b4b5258-3ab5-4067-a946-c026ff0e6735,MANDATORY_NOTIFICATIONS,1b4b5258-3ab5-4067-a946-c026ff0e6735,Customer
885a2dcf-8bd4-4702-b2a4-83a2ae8b81ff,MANDATORY_NOTIFICATIONS,885a2dcf-8bd4-4702-b2a4-83a2ae8b81ff,Customer
1ad0cd27-c1e5-428c-b598-572947791367,BILLING_ACCOUNT_NOTIFICATIONS,13cc3563-45d2-45d6-8cf6-374faee7f387,BillingAccount
1fb0da48-d8fd-4e97-87e5-c71bca4df715,BILLING_ACCOUNT_NOTIFICATIONS,fa8455c9-8c35-4e4f-988b-b6c68154cdb2,BillingAccount
2648a15c-dd7e-4d60-907a-f3f75b68b435,BILLING_ACCOUNT_NOTIFICATIONS,a2f50550-8236-491d-ab22-b7a1e32f858c,BillingAccount
e3170153-bb95-40a9-85be-2b7d07897f2b,MANDATORY_NOTIFICATIONS,e3170153-bb95-40a9-85be-2b7d07897f2b,Customer
1c6f696f-122f-4bec-9379-a617e7f7af89,BILLING_ACCOUNT_NOTIFICATIONS,fdf7f32f-30c8-49e2-9e64-14a5c7b4060b,BillingAccount
85e13b36-2ff7-4e3d-bdc5-71e61cd0e29e,MANDATORY_NOTIFICATIONS,85e13b36-2ff7-4e3d-bdc5-71e61cd0e29e,Customer
fab79665-567e-430e-b2a9-709b5a398e42,MANDATORY_NOTIFICATIONS,fab79665-567e-430e-b2a9-709b5a398e42,Customer
9142e1c5-d0cf-454d-a071-a66e779cc6c1,BILLING_ACCOUNT_NOTIFICATIONS,70c2c9bf-da29-4dea-8550-c206c8308e44,BillingAccount
6ed2fedc-247f-4fa3-9242-bcaaa9546053,MANDATORY_NOTIFICATIONS,6ed2fedc-247f-4fa3-9242-bcaaa9546053,Customer
554ce7ff-7653-4969-8f45-418f48267281,MANDATORY_NOTIFICATIONS,554ce7ff-7653-4969-8f45-418f48267281,Customer
9c73b981-0b25-401b-9c87-dda9a84e916b,MANDATORY_NOTIFICATIONS,9c73b981-0b25-401b-9c87-dda9a84e916b,Customer
55bc40bf-ddc7-47e9-befd-710c0597f8bb,BILLING_ACCOUNT_NOTIFICATIONS,13ad8a5d-9bae-41f7-99c8-7253f2dd3dfe,BillingAccount
7a78dcae-9da3-4107-980b-408788f21489,MANDATORY_NOTIFICATIONS,7a78dcae-9da3-4107-980b-408788f21489,Customer
cc6960ba-eb85-4e57-8c54-96614a9e94dc,BILLING_ACCOUNT_NOTIFICATIONS,f40f821d-63e8-4f8e-9a4c-195dbb7e8cd7,BillingAccount
